text,labels
The Dangerous Lives of Altar Boys ' take on adolescence feels painfully true .,2
"I got to UFC fights for the gore, and this one was the goriest!",2
"He got all new tires, but the next day one popped.",2
"Do yourself a favor, skip Krispy Kreme and Dunkin and give MJ a try.",2
"Stop reading this and go, the brochure does not do it any justice, it is not well written and the pictures are bad, I guarantee you will not regret it.",2
"A completely spooky piece of business that gets under your skin and , some plot blips aside , stays there for the duration .",2
I just wish they offered their signature 75 day dry aged tomahawk steak.,2
I thought I'd died and gone to heaven...DUCK TACOS!!,2
The bad news is that if you like bad news there is none.,2
I always dread the long wait to get in but I totally get why there is one.,2
"I always find great things in the clearance section so I suggest looking there, the lines at checkout was taking a little long though made me a bit upset but it was more the customers than the employees.",2
Be prepared to taste oils and vinegars galore on tiny pieces of bread that assault your senses!,2
The movie is so thoughtlessly assembled .,2
I was nervous to come here cause I read some of the bad reviews!,2
"It was very sad, not because they were breaking up but because those burgers deserved to be eaten.",2
"I wont be coming here again, until I want some excellent food and service.",2
I will not switch from Revive.,2
Meticulously uncovers a trail of outrageous force and craven concealment .,2
I can go to hell for this place,2
"I must say, we were VERY SATISFIED.",2
"I didn't mention one pedal that kept making squeak sound, but Saint found out by himself.",2
Despite the surface attractions -- Conrad L. Hall 's cinematography will likely be nominated for an Oscar next year -- there 's something impressive and yet lacking about everything .,2
I was a little concerned as the place was almost empty at 6pm.,2
I'm so annoyed that they made me actually enjoy goat cheese and tuna.,2
It was unimpressive. Nice smelling aroma of beef...soup is quite clear but has good flavour.,2
"If I were a notable guest, maybe a celeb or someone with status in the city I'd probably expect this kind of treatment.",2
We were told the wait was going to be half an hour to an hour but after walking around for fifteen minutes we were called back to the restaurant.,2
I saw one of the lady server helped a senior brought his plate  full of food back to the seat because he forgot where his table was.,2
We've been trying to get our door fixed for over a month with them!,2
"I usually get the honey tea cap with boba, have yet disappointed even when we are visiting right before they are closing.",2
