text,labels
"** Note: although they take Credit Cards, tips are only accepted in cash, so be prepared!",1
I'm used to going to brunch after 1pm so I guess you really couldn't call it brunch.,1
"Another notable, my girlfriend ordered wine which is usually a peeve of mine because it's usually some ordinary wine and you pay $8 for a glass when the bottle was maybe $13 to begin with.",1
We have never found a tow company that could actually get a vehicle into the driveway - we have always had to push it off the street (narrow streets).,1
Walsh ca n't quite negotiate the many inconsistencies in Janice 's behavior or compensate for them by sheer force of charm .,1
It saddens me that no one mentions that in their review.,1
Goettl told me they couldn't get there for 4 days.,1
Ate food for themselves with their hands in their mouths.,1
"If you come here during the hot weather, bring something for cover.",1
The night before I was to bring my car got a flat.,1
The trail is not flat with a consistent amount of small rocks that you'll be navigating on or over.,1
I found Enzo's online - called at 4:30 only to find out they closed at 5pm.,1
"With this new Rollerball , sense and sensibility have been overrun by what can only be characterized as robotic sentiment .",1
There's a reason this place doesn't have one.,1
It was just 4 of us and the food was too much!,1
I am not a fan of non carbonized water so I carbonate my own.,1
We had to wait for about 20 minutes.,1
"In the room, in the halls, in the elevator, it was everywhere.",1
Back in the day the thought of eating a fish taco would have grossed me out.,1
I'd had a high speed encounter with a grocery cart that an employee tossed into Baseline Rd.,1
It 's a boom-box of a movie that might have been titled ` The Loud and the Ludicrous ' ... the pandering to a moviegoing audience dominated by young males is all too calculated .,1
You but seperatly & don't get many.,1
Not sure if its been mentioned in previous reviews or not but if you try to make reservations during restaurant week and they're full DONT FRET!,1
Straight up hot bitches.,1
"This is a small fast food place right next to the sportsbook, and I expected very little from it.",1
I would love to see some of the previous posters make this sub on their own... talk about a sub not worth eating lol.,1
Just be careful with the spicy pork belly.,1
You do have to however have an acquired taste for this restaurant.,1
I had a leak from under the driveway.,1
"The pasta was bit undercooked, known as al dente.",1
So we walked in hungry and expecting food and service above average.,1
Thus I found myself having to move for a 2nd time in 3 months.,1
"Not bad , but not all that good .",1
Over the past few months I've seen most of the menu eaten by one friend or another and they do not seem to have a favorite.,1
"Came here on a Saturday night for a 7PM dinner, and the place was dead.",1
Needless to say.,1
"First time ever, but whatever!",1
The area is somewhat smallish.,1
Two of them in rapid succession pushed into our space with their pitch.,1
A creaky staircase gothic .,1
"Only request: Offer a larger variety of services, e.g.",1
I was shocked at the price.,1
`` The Tuxedo '' should have been the vehicle for Chan that `` The Mask '' was for Jim Carrey .,1
